web_scraper_order,web_scraper_start_url,annonce,titre,prix,adresse,image
"1768055553-119","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/bottes-fourrees-fille-4110432","Bottes fourrées fille","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4110432_uploaded_image1_1677428890.jpg"
"1768055556-120","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4111498","Chaussures enfants","12 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4111498_uploaded_image1_1677508687.jpg"
"1768055558-121","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4139933","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1768055560-122","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4139937","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1768055563-123","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4139946","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1768055565-124","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/crampons-pour-enfant-4101596","Crampons pour enfant","12 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4101596_uploaded_image1_1676845748.jpg"
"1768055568-125","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-friperie-4140242","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517970_uploaded_image2_1703783616.jpeg"
"1768055570-126","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4140244","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1768055572-127","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4124281","Chaussures enfants","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5698971_uploaded_image1_1767319248.jpg"
"1768055575-128","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/ballerines-enfant-4175703","Ballerines  enfant","7 500 CFA","Sicap foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4175703_uploaded_image1_1681413005.jpg"
"1768055577-129","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4136187","Chaussures enfants","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5698971_uploaded_image1_1767319248.jpg"
"1768055580-130","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-4187241","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1768055582-131","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165634","Chaussures enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1768055585-132","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165635","Chaussures enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1768055587-133","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165645","Chaussures enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1768055590-134","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165637","Chaussures enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1768055592-135","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165640","Chaussures enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1768055594-136","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-jordan-4201412","Baskets enfant  Jordan","20 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4201412_uploaded_image1_1683164968.jpg"
"1768055597-137","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4173844","Chaussures enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1768055599-138","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4173847","Chaussures enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1768055602-139","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4287055","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294713_uploaded_image1_1745421584.jpg"
"1768055604-140","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4300380","Chaussures enfants","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5698971_uploaded_image1_1767319248.jpg"
"1768055607-141","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4327769","Chaussures enfants","5 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5584411_uploaded_image1_1761044461.jpg"
"1768055609-142","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-7-paires-4336733","Chaussures enfant - 7 paires","15 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg"
"1768055611-143","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4351183","Baskets enfant","3 500 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg"
"1768055614-144","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4351852","Chaussures enfants","5 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5584411_uploaded_image1_1761044461.jpg"
"1768055616-145","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4361430","Chaussures enfant","20 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4361430_uploaded_image2_1693749843.jpeg"
"1768055619-146","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4367839","Chaussures enfant","28 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4367839_uploaded_image2_1694130362.jpeg"
